FIT: {'loss': [2.805495500564575], 'accuracy': [0.29537367820739746]}
EVALUATE: {'loss': [2.489377021789551], 'accuracy': [0.395480215549469]}
FIT: {'loss': [2.636054039001465], 'accuracy': [0.31494662165641785]}
EVALUATE: {'loss': [2.3185484409332275], 'accuracy': [0.44632768630981445]}
FIT: {'loss': [2.491565465927124], 'accuracy': [0.35231316089630127]}
EVALUATE: {'loss': [2.0556881427764893], 'accuracy': [0.47457626461982727]}
FIT: {'loss': [2.3391122817993164], 'accuracy': [0.4056939482688904]}
EVALUATE: {'loss': [2.2313077449798584], 'accuracy': [0.4067796468734741]}
FIT: {'loss': [2.4322516918182373], 'accuracy': [0.3629893362522125]}
EVALUATE: {'loss': [2.0794167518615723], 'accuracy': [0.4689265489578247]}
FIT: {'loss': [2.453685998916626], 'accuracy': [0.3487544357776642]}
EVALUATE: {'loss': [2.386542797088623], 'accuracy': [0.4124293923377991]}
FIT: {'loss': [2.4525134563446045], 'accuracy': [0.35587188601493835]}
EVALUATE: {'loss': [2.2502052783966064], 'accuracy': [0.32203391194343567]}
