FIT: {'loss': [3.020115613937378], 'accuracy': [0.20779220759868622]}
EVALUATE: {'loss': [2.496803045272827], 'accuracy': [0.5185185074806213]}
FIT: {'loss': [2.8597753047943115], 'accuracy': [0.26623377203941345]}
EVALUATE: {'loss': [2.1943583488464355], 'accuracy': [0.5]}
FIT: {'loss': [2.722726821899414], 'accuracy': [0.3311688303947449]}
EVALUATE: {'loss': [2.2674849033355713], 'accuracy': [0.3888888955116272]}
FIT: {'loss': [2.765451431274414], 'accuracy': [0.31168830394744873]}
EVALUATE: {'loss': [2.296037435531616], 'accuracy': [0.4444444477558136]}
FIT: {'loss': [2.5735015869140625], 'accuracy': [0.3896103799343109]}
EVALUATE: {'loss': [2.260640859603882], 'accuracy': [0.42592594027519226]}
FIT: {'loss': [2.370439291000366], 'accuracy': [0.41558441519737244]}
EVALUATE: {'loss': [2.5476746559143066], 'accuracy': [0.3333333432674408]}
FIT: {'loss': [2.300469398498535], 'accuracy': [0.40909090638160706]}
EVALUATE: {'loss': [1.8895999193191528], 'accuracy': [0.5185185074806213]}
FIT: {'loss': [2.2729949951171875], 'accuracy': [0.3896103799343109]}
EVALUATE: {'loss': [2.257551431655884], 'accuracy': [0.42592594027519226]}
FIT: {'loss': [2.4147231578826904], 'accuracy': [0.38311687111854553]}
EVALUATE: {'loss': [2.405749797821045], 'accuracy': [0.3888888955116272]}
FIT: {'loss': [2.6992499828338623], 'accuracy': [0.3246753215789795]}
EVALUATE: {'loss': [2.461038589477539], 'accuracy': [0.35185185074806213]}
