UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
UPDATE_EVAL: {'loss': 0.19839699566364288, 'accuracy': 0.9391224980354309, 'precision': 0.9390566197022686, 'recall': 0.9391225226762205, 'f1_score': 0.9386259120622463, 'mcc': 0.9091251800615604, 'roc_auc': 0.9818776194920568, 'confusion_matrix': [[23207, 82, 155], [1136, 20669, 1642], [15, 1252, 22180]]}
