FIT: {'loss': [1.0035487413406372], 'accuracy': [0.7150768637657166]}
EVALUATE: {'loss': [0.14651013910770416], 'accuracy': [0.9607242941856384]}
FIT: {'loss': [0.2814842164516449], 'accuracy': [0.9139765501022339]}
EVALUATE: {'loss': [0.06642451137304306], 'accuracy': [0.9820623993873596]}
FIT: {'loss': [0.25403356552124023], 'accuracy': [0.9222837686538696]}
EVALUATE: {'loss': [0.053719136863946915], 'accuracy': [0.9838476777076721]}
FIT: {'loss': [0.2347048670053482], 'accuracy': [0.9289149641990662]}
EVALUATE: {'loss': [0.04987254738807678], 'accuracy': [0.986568033695221]}
FIT: {'loss': [0.17856140434741974], 'accuracy': [0.9458937644958496]}
EVALUATE: {'loss': [0.040713801980018616], 'accuracy': [0.9897134900093079]}
FIT: {'loss': [0.1551799327135086], 'accuracy': [0.9536544680595398]}
EVALUATE: {'loss': [0.03333783149719238], 'accuracy': [0.9915837645530701]}
