FIT: {'loss': [0.979931116104126], 'accuracy': [0.7203599810600281]}
EVALUATE: {'loss': [0.19042930006980896], 'accuracy': [0.9481424689292908]}
FIT: {'loss': [0.2881459593772888], 'accuracy': [0.9119361639022827]}
EVALUATE: {'loss': [0.06975330412387848], 'accuracy': [0.9829975366592407]}
FIT: {'loss': [0.25503069162368774], 'accuracy': [0.9231946468353271]}
EVALUATE: {'loss': [0.0581580251455307], 'accuracy': [0.9852078557014465]}
FIT: {'loss': [0.2297966331243515], 'accuracy': [0.9304816722869873]}
EVALUATE: {'loss': [0.048186711966991425], 'accuracy': [0.9876732230186462]}
FIT: {'loss': [0.18018575012683868], 'accuracy': [0.9466589093208313]}
EVALUATE: {'loss': [0.058414068073034286], 'accuracy': [0.9845277667045593]}
FIT: {'loss': [0.15058395266532898], 'accuracy': [0.9546017646789551]}
EVALUATE: {'loss': [0.030367128551006317], 'accuracy': [0.9916688203811646]}
FIT: {'loss': [0.18866531550884247], 'accuracy': [0.9427603483200073]}
EVALUATE: {'loss': [0.044217657297849655], 'accuracy': [0.9909036755561829]}
FIT: {'loss': [0.1439501941204071], 'accuracy': [0.9575894474983215]}
EVALUATE: {'loss': [0.03847863897681236], 'accuracy': [0.9897985458374023]}
