FIT: {'loss': [0.984491229057312], 'accuracy': [0.7183560729026794]}
EVALUATE: {'loss': [0.16201402246952057], 'accuracy': [0.9597041606903076]}
FIT: {'loss': [0.2868889272212982], 'accuracy': [0.9131020903587341]}
EVALUATE: {'loss': [0.06499312818050385], 'accuracy': [0.9835076332092285]}
FIT: {'loss': [0.25514131784439087], 'accuracy': [0.9229031801223755]}
EVALUATE: {'loss': [0.05880136787891388], 'accuracy': [0.9864830374717712]}
FIT: {'loss': [0.2299753874540329], 'accuracy': [0.9300808906555176]}
EVALUATE: {'loss': [0.05272183567285538], 'accuracy': [0.9868230819702148]}
FIT: {'loss': [0.22933171689510345], 'accuracy': [0.9306638240814209]}
EVALUATE: {'loss': [0.04374430701136589], 'accuracy': [0.9876732230186462]}
FIT: {'loss': [0.18405117094516754], 'accuracy': [0.9448006749153137]}
EVALUATE: {'loss': [0.05008278787136078], 'accuracy': [0.991838812828064]}
FIT: {'loss': [0.15285539627075195], 'accuracy': [0.9540916681289673]}
EVALUATE: {'loss': [0.03205433115363121], 'accuracy': [0.991838812828064]}
FIT: {'loss': [0.1803378164768219], 'accuracy': [0.9473875761032104]}
EVALUATE: {'loss': [0.04093197360634804], 'accuracy': [0.9904786348342896]}
