FIT: {'loss': [1.017423152923584], 'accuracy': [0.7129636406898499]}
EVALUATE: {'loss': [0.15999561548233032], 'accuracy': [0.9568137526512146]}
FIT: {'loss': [0.28438499569892883], 'accuracy': [0.9125191569328308]}
EVALUATE: {'loss': [0.06479502469301224], 'accuracy': [0.9827424883842468]}
FIT: {'loss': [0.25775346159935], 'accuracy': [0.9231582283973694]}
EVALUATE: {'loss': [0.06438757479190826], 'accuracy': [0.9845277667045593]}
FIT: {'loss': [0.22596964240074158], 'accuracy': [0.9326313734054565]}
EVALUATE: {'loss': [0.05391442030668259], 'accuracy': [0.9845277667045593]}
FIT: {'loss': [0.22615911066532135], 'accuracy': [0.9328499436378479]}
EVALUATE: {'loss': [0.05397447198629379], 'accuracy': [0.9863130450248718]}
FIT: {'loss': [0.1809002012014389], 'accuracy': [0.9463309645652771]}
EVALUATE: {'loss': [0.03821120783686638], 'accuracy': [0.9904786348342896]}
