FIT: {'loss': [0.9681287407875061], 'accuracy': [0.7252058386802673]}
EVALUATE: {'loss': [0.19287902116775513], 'accuracy': [0.9400663375854492]}
FIT: {'loss': [0.2799995243549347], 'accuracy': [0.9157618880271912]}
EVALUATE: {'loss': [0.06555408984422684], 'accuracy': [0.9832525849342346]}
FIT: {'loss': [0.2575807273387909], 'accuracy': [0.9216643571853638]}
EVALUATE: {'loss': [0.06041102483868599], 'accuracy': [0.9856328964233398]}
FIT: {'loss': [0.23072567582130432], 'accuracy': [0.9309553503990173]}
EVALUATE: {'loss': [0.049503475427627563], 'accuracy': [0.986993134021759]}
FIT: {'loss': [0.2360427975654602], 'accuracy': [0.9305909872055054]}
EVALUATE: {'loss': [0.06520084291696548], 'accuracy': [0.9862279891967773]}
FIT: {'loss': [0.1837880164384842], 'accuracy': [0.9456751346588135]}
EVALUATE: {'loss': [0.03947842866182327], 'accuracy': [0.9885233640670776]}
FIT: {'loss': [0.15857276320457458], 'accuracy': [0.954128086566925]}
EVALUATE: {'loss': [0.04057564213871956], 'accuracy': [0.990648627281189]}
FIT: {'loss': [0.1843363493680954], 'accuracy': [0.9445456266403198]}
EVALUATE: {'loss': [0.041867125779390335], 'accuracy': [0.9903935790061951]}
FIT: {'loss': [0.14555875957012177], 'accuracy': [0.9571886658668518]}
EVALUATE: {'loss': [0.028801878914237022], 'accuracy': [0.9923489093780518]}
FIT: {'loss': [0.15777555108070374], 'accuracy': [0.9541645646095276]}
EVALUATE: {'loss': [0.03803512081503868], 'accuracy': [0.9911587238311768]}
