FIT: {'loss': [0.9663807153701782], 'accuracy': [0.7266268134117126]}
EVALUATE: {'loss': [0.15808360278606415], 'accuracy': [0.9631896615028381]}
FIT: {'loss': [0.1735442727804184], 'accuracy': [0.9485170841217041]}
EVALUATE: {'loss': [0.03932938352227211], 'accuracy': [0.9912437200546265]}
FIT: {'loss': [0.1559906303882599], 'accuracy': [0.954383134841919]}
EVALUATE: {'loss': [0.0325196273624897], 'accuracy': [0.9919238090515137]}
FIT: {'loss': [0.18368247151374817], 'accuracy': [0.9453836679458618]}
EVALUATE: {'loss': [0.046642981469631195], 'accuracy': [0.9887783527374268]}
FIT: {'loss': [0.1445392519235611], 'accuracy': [0.9561684727668762]}
EVALUATE: {'loss': [0.026174454018473625], 'accuracy': [0.9940491318702698]}
FIT: {'loss': [0.1480242908000946], 'accuracy': [0.9558405876159668]}
EVALUATE: {'loss': [0.030538935214281082], 'accuracy': [0.9931139945983887]}
FIT: {'loss': [0.11073467135429382], 'accuracy': [0.9660788178443909]}
EVALUATE: {'loss': [0.024322498589754105], 'accuracy': [0.9938791394233704]}
