FIT: {'loss': [3.2010645866394043], 'accuracy': [0.13709677755832672]}
EVALUATE: {'loss': [2.6360106468200684], 'accuracy': [0.42424243688583374]}
FIT: {'loss': [2.8224141597747803], 'accuracy': [0.25806450843811035]}
EVALUATE: {'loss': [2.6727325916290283], 'accuracy': [0.3333333432674408]}
FIT: {'loss': [2.6423299312591553], 'accuracy': [0.3145161271095276]}
EVALUATE: {'loss': [2.5683043003082275], 'accuracy': [0.28787878155708313]}
FIT: {'loss': [2.7477593421936035], 'accuracy': [0.3306451737880707]}
EVALUATE: {'loss': [2.543600082397461], 'accuracy': [0.3787878751754761]}
FIT: {'loss': [2.610365152359009], 'accuracy': [0.3306451737880707]}
EVALUATE: {'loss': [2.393427848815918], 'accuracy': [0.39393940567970276]}
FIT: {'loss': [2.6102969646453857], 'accuracy': [0.2983871102333069]}
EVALUATE: {'loss': [2.2735939025878906], 'accuracy': [0.5]}
