FIT: {'loss': [3.0669126510620117], 'accuracy': [0.2598187327384949]}
EVALUATE: {'loss': [2.9415810108184814], 'accuracy': [0.29885056614875793]}
FIT: {'loss': [2.765075206756592], 'accuracy': [0.29003021121025085]}
EVALUATE: {'loss': [2.46171498298645], 'accuracy': [0.4367816150188446]}
FIT: {'loss': [2.6437888145446777], 'accuracy': [0.29909366369247437]}
EVALUATE: {'loss': [2.4430625438690186], 'accuracy': [0.4252873659133911]}
FIT: {'loss': [2.6220734119415283], 'accuracy': [0.347432017326355]}
EVALUATE: {'loss': [2.182154893875122], 'accuracy': [0.4712643623352051]}
FIT: {'loss': [2.532864570617676], 'accuracy': [0.3806646466255188]}
EVALUATE: {'loss': [2.3990468978881836], 'accuracy': [0.4137931168079376]}
FIT: {'loss': [2.581634759902954], 'accuracy': [0.3232628405094147]}
EVALUATE: {'loss': [2.3251943588256836], 'accuracy': [0.48275861144065857]}
FIT: {'loss': [2.491070032119751], 'accuracy': [0.36858007311820984]}
EVALUATE: {'loss': [2.204038381576538], 'accuracy': [0.5287356376647949]}
FIT: {'loss': [2.487431764602661], 'accuracy': [0.347432017326355]}
EVALUATE: {'loss': [2.5634765625], 'accuracy': [0.40229883790016174]}
