FIT: {'loss': [2.973383903503418], 'accuracy': [0.25333333015441895]}
EVALUATE: {'loss': [2.984835624694824], 'accuracy': [0.2269938588142395]}
FIT: {'loss': [2.7639129161834717], 'accuracy': [0.3199999928474426]}
EVALUATE: {'loss': [2.761449098587036], 'accuracy': [0.3619631826877594]}
FIT: {'loss': [2.7643957138061523], 'accuracy': [0.30000001192092896]}
EVALUATE: {'loss': [2.82613205909729], 'accuracy': [0.3251533806324005]}
FIT: {'loss': [2.530759811401367], 'accuracy': [0.4000000059604645]}
EVALUATE: {'loss': [2.237003803253174], 'accuracy': [0.5153374075889587]}
FIT: {'loss': [2.5361342430114746], 'accuracy': [0.3733333349227905]}
EVALUATE: {'loss': [2.444739818572998], 'accuracy': [0.38650307059288025]}
FIT: {'loss': [2.612504482269287], 'accuracy': [0.30666667222976685]}
EVALUATE: {'loss': [2.2760887145996094], 'accuracy': [0.4969325065612793]}
FIT: {'loss': [2.6837172508239746], 'accuracy': [0.3400000035762787]}
EVALUATE: {'loss': [2.2247486114501953], 'accuracy': [0.4907975494861603]}
FIT: {'loss': [2.2389888763427734], 'accuracy': [0.41333332657814026]}
EVALUATE: {'loss': [2.1503753662109375], 'accuracy': [0.39263802766799927]}
