FIT: {'loss': [2.987089157104492], 'accuracy': [0.2594142258167267]}
EVALUATE: {'loss': [2.8789210319519043], 'accuracy': [0.2518796920776367]}
FIT: {'loss': [2.591822624206543], 'accuracy': [0.3514644205570221]}
EVALUATE: {'loss': [2.4832146167755127], 'accuracy': [0.35338345170021057]}
FIT: {'loss': [2.6244311332702637], 'accuracy': [0.33472803235054016]}
EVALUATE: {'loss': [2.3614022731781006], 'accuracy': [0.43233081698417664]}
FIT: {'loss': [2.625459671020508], 'accuracy': [0.3305439352989197]}
EVALUATE: {'loss': [2.1478607654571533], 'accuracy': [0.4398496150970459]}
FIT: {'loss': [2.548316240310669], 'accuracy': [0.37447699904441833]}
EVALUATE: {'loss': [2.302201271057129], 'accuracy': [0.44736841320991516]}
FIT: {'loss': [2.512052536010742], 'accuracy': [0.35983264446258545]}
EVALUATE: {'loss': [1.917575478553772], 'accuracy': [0.548872172832489]}
FIT: {'loss': [2.512153148651123], 'accuracy': [0.35355648398399353]}
EVALUATE: {'loss': [2.254477024078369], 'accuracy': [0.4774436056613922]}
