FIT: {'loss': [3.0455970764160156], 'accuracy': [0.2078189253807068]}
EVALUATE: {'loss': [2.6990060806274414], 'accuracy': [0.4000000059604645]}
FIT: {'loss': [2.69612979888916], 'accuracy': [0.30041152238845825]}
EVALUATE: {'loss': [2.437553882598877], 'accuracy': [0.39500001072883606]}
FIT: {'loss': [2.619879961013794], 'accuracy': [0.31481480598449707]}
EVALUATE: {'loss': [2.547309160232544], 'accuracy': [0.44999998807907104]}
FIT: {'loss': [2.8234431743621826], 'accuracy': [0.2880658507347107]}
EVALUATE: {'loss': [2.3864083290100098], 'accuracy': [0.4399999976158142]}
FIT: {'loss': [2.576683282852173], 'accuracy': [0.3436214029788971]}
EVALUATE: {'loss': [2.3603055477142334], 'accuracy': [0.4000000059604645]}
FIT: {'loss': [2.6034324169158936], 'accuracy': [0.31687241792678833]}
EVALUATE: {'loss': [2.49503493309021], 'accuracy': [0.4000000059604645]}
FIT: {'loss': [2.5630381107330322], 'accuracy': [0.3641975224018097]}
EVALUATE: {'loss': [2.0815720558166504], 'accuracy': [0.5450000166893005]}
