FIT: {'loss': [2.929605484008789], 'accuracy': [0.276450514793396]}
EVALUATE: {'loss': [2.540782928466797], 'accuracy': [0.40136054158210754]}
FIT: {'loss': [2.357414960861206], 'accuracy': [0.42548349499702454]}
EVALUATE: {'loss': [2.1390280723571777], 'accuracy': [0.47278910875320435]}
FIT: {'loss': [2.4129574298858643], 'accuracy': [0.39362913370132446]}
EVALUATE: {'loss': [2.0315022468566895], 'accuracy': [0.5]}
FIT: {'loss': [2.40256404876709], 'accuracy': [0.37770193815231323]}
EVALUATE: {'loss': [1.9919344186782837], 'accuracy': [0.5034013390541077]}
FIT: {'loss': [2.2901244163513184], 'accuracy': [0.4175198972225189]}
EVALUATE: {'loss': [1.9076759815216064], 'accuracy': [0.5034013390541077]}
FIT: {'loss': [2.2369961738586426], 'accuracy': [0.4311717748641968]}
EVALUATE: {'loss': [1.7274013757705688], 'accuracy': [0.5748299360275269]}
