FIT: {'loss': [3.0256848335266113], 'accuracy': [0.23376622796058655]}
EVALUATE: {'loss': [2.933450698852539], 'accuracy': [0.3377777636051178]}
FIT: {'loss': [2.7201991081237793], 'accuracy': [0.29870128631591797]}
EVALUATE: {'loss': [2.723311185836792], 'accuracy': [0.324444442987442]}
FIT: {'loss': [2.609192132949829], 'accuracy': [0.34805193543434143]}
EVALUATE: {'loss': [2.2984986305236816], 'accuracy': [0.40444445610046387]}
FIT: {'loss': [2.522845983505249], 'accuracy': [0.34805193543434143]}
EVALUATE: {'loss': [2.3197782039642334], 'accuracy': [0.43111109733581543]}
FIT: {'loss': [2.5634148120880127], 'accuracy': [0.350649356842041]}
EVALUATE: {'loss': [2.6820449829101562], 'accuracy': [0.23999999463558197]}
FIT: {'loss': [2.507751941680908], 'accuracy': [0.37922078371047974]}
EVALUATE: {'loss': [2.3875157833099365], 'accuracy': [0.3733333349227905]}
