FIT: {'loss': [2.9310710430145264], 'accuracy': [0.26947179436683655]}
EVALUATE: {'loss': [2.5771780014038086], 'accuracy': [0.3412322402000427]}
FIT: {'loss': [2.592729330062866], 'accuracy': [0.356311559677124]}
EVALUATE: {'loss': [1.9851694107055664], 'accuracy': [0.4976303279399872]}
FIT: {'loss': [2.5584347248077393], 'accuracy': [0.35899731516838074]}
EVALUATE: {'loss': [1.950242280960083], 'accuracy': [0.49289098381996155]}
FIT: {'loss': [2.391085624694824], 'accuracy': [0.3876454830169678]}
EVALUATE: {'loss': [2.0322580337524414], 'accuracy': [0.47867298126220703]}
FIT: {'loss': [2.4073433876037598], 'accuracy': [0.3751119077205658]}
EVALUATE: {'loss': [1.8149809837341309], 'accuracy': [0.5687204003334045]}
FIT: {'loss': [2.381028413772583], 'accuracy': [0.39749327301979065]}
EVALUATE: {'loss': [1.9840197563171387], 'accuracy': [0.450236976146698]}
