FIT: {'loss': [3.0577871799468994], 'accuracy': [0.23076923191547394]}
EVALUATE: {'loss': [2.9376204013824463], 'accuracy': [0.3541666567325592]}
FIT: {'loss': [2.829916477203369], 'accuracy': [0.25]}
EVALUATE: {'loss': [2.4544517993927], 'accuracy': [0.5208333134651184]}
FIT: {'loss': [2.8058886528015137], 'accuracy': [0.29807692766189575]}
EVALUATE: {'loss': [2.3495430946350098], 'accuracy': [0.4375]}
FIT: {'loss': [2.4954135417938232], 'accuracy': [0.35576921701431274]}
EVALUATE: {'loss': [2.5708792209625244], 'accuracy': [0.4791666567325592]}
FIT: {'loss': [2.5706965923309326], 'accuracy': [0.3365384638309479]}
EVALUATE: {'loss': [2.1722843647003174], 'accuracy': [0.5]}
FIT: {'loss': [2.540745735168457], 'accuracy': [0.4038461446762085]}
EVALUATE: {'loss': [1.962046504020691], 'accuracy': [0.5208333134651184]}
FIT: {'loss': [2.6874799728393555], 'accuracy': [0.2836538553237915]}
EVALUATE: {'loss': [2.451927900314331], 'accuracy': [0.3958333432674408]}
FIT: {'loss': [2.3136954307556152], 'accuracy': [0.4086538553237915]}
EVALUATE: {'loss': [2.3431479930877686], 'accuracy': [0.4791666567325592]}
FIT: {'loss': [2.6579015254974365], 'accuracy': [0.2788461446762085]}
EVALUATE: {'loss': [2.3767786026000977], 'accuracy': [0.4166666567325592]}
