FIT: {'loss': [3.0171399116516113], 'accuracy': [0.24307692050933838]}
EVALUATE: {'loss': [2.746124744415283], 'accuracy': [0.3384615480899811]}
FIT: {'loss': [2.5719375610351562], 'accuracy': [0.3661538362503052]}
EVALUATE: {'loss': [2.497891426086426], 'accuracy': [0.4153846204280853]}
FIT: {'loss': [2.4575252532958984], 'accuracy': [0.3692307770252228]}
EVALUATE: {'loss': [2.4734349250793457], 'accuracy': [0.4615384638309479]}
FIT: {'loss': [2.5028152465820312], 'accuracy': [0.372307687997818]}
EVALUATE: {'loss': [1.7505946159362793], 'accuracy': [0.5846154093742371]}
FIT: {'loss': [2.2998998165130615], 'accuracy': [0.3969230651855469]}
EVALUATE: {'loss': [1.8840144872665405], 'accuracy': [0.6307692527770996]}
FIT: {'loss': [2.428701639175415], 'accuracy': [0.3753846287727356]}
EVALUATE: {'loss': [2.3805508613586426], 'accuracy': [0.3384615480899811]}
FIT: {'loss': [2.3625028133392334], 'accuracy': [0.3692307770252228]}
EVALUATE: {'loss': [2.323622941970825], 'accuracy': [0.5076923370361328]}
