FIT: {'loss': [3.1691908836364746], 'accuracy': [0.2142857164144516]}
EVALUATE: {'loss': [2.976595163345337], 'accuracy': [0.18000000715255737]}
FIT: {'loss': [2.806307792663574], 'accuracy': [0.3047619163990021]}
EVALUATE: {'loss': [2.7298598289489746], 'accuracy': [0.3799999952316284]}
FIT: {'loss': [2.730274200439453], 'accuracy': [0.3047619163990021]}
EVALUATE: {'loss': [2.5348598957061768], 'accuracy': [0.46000000834465027]}
FIT: {'loss': [2.722020387649536], 'accuracy': [0.3142857253551483]}
EVALUATE: {'loss': [2.4959936141967773], 'accuracy': [0.5]}
FIT: {'loss': [2.521306276321411], 'accuracy': [0.37142857909202576]}
EVALUATE: {'loss': [2.2513833045959473], 'accuracy': [0.4000000059604645]}
FIT: {'loss': [2.612041711807251], 'accuracy': [0.34285715222358704]}
EVALUATE: {'loss': [2.3897159099578857], 'accuracy': [0.30000001192092896]}
FIT: {'loss': [2.609497547149658], 'accuracy': [0.3333333432674408]}
EVALUATE: {'loss': [2.5722577571868896], 'accuracy': [0.3799999952316284]}
