FIT: {'loss': [2.983264207839966], 'accuracy': [0.2397034615278244]}
EVALUATE: {'loss': [2.513920545578003], 'accuracy': [0.36231884360313416]}
FIT: {'loss': [2.498486042022705], 'accuracy': [0.3657331168651581]}
EVALUATE: {'loss': [2.074063539505005], 'accuracy': [0.4166666567325592]}
FIT: {'loss': [2.5469794273376465], 'accuracy': [0.35420098900794983]}
EVALUATE: {'loss': [2.0104422569274902], 'accuracy': [0.5036231875419617]}
FIT: {'loss': [2.4635097980499268], 'accuracy': [0.3632619380950928]}
EVALUATE: {'loss': [1.998697280883789], 'accuracy': [0.5]}
FIT: {'loss': [2.4818427562713623], 'accuracy': [0.3476111888885498]}
EVALUATE: {'loss': [1.8190072774887085], 'accuracy': [0.5760869383811951]}
FIT: {'loss': [2.332853317260742], 'accuracy': [0.40115320682525635]}
EVALUATE: {'loss': [1.8504588603973389], 'accuracy': [0.5144927501678467]}
FIT: {'loss': [2.299672842025757], 'accuracy': [0.4159802198410034]}
EVALUATE: {'loss': [1.7179763317108154], 'accuracy': [0.5579710006713867]}
