FIT: {'loss': [2.975156784057617], 'accuracy': [0.2289855033159256]}
EVALUATE: {'loss': [2.6836748123168945], 'accuracy': [0.3181818127632141]}
FIT: {'loss': [2.659055233001709], 'accuracy': [0.3275362253189087]}
EVALUATE: {'loss': [2.807798147201538], 'accuracy': [0.3068181872367859]}
FIT: {'loss': [2.680140733718872], 'accuracy': [0.32463768124580383]}
EVALUATE: {'loss': [2.1176509857177734], 'accuracy': [0.4431818127632141]}
FIT: {'loss': [2.669527769088745], 'accuracy': [0.3188405930995941]}
EVALUATE: {'loss': [2.048381805419922], 'accuracy': [0.5795454382896423]}
FIT: {'loss': [2.6641499996185303], 'accuracy': [0.3072463870048523]}
EVALUATE: {'loss': [2.621202230453491], 'accuracy': [0.375]}
FIT: {'loss': [2.6657793521881104], 'accuracy': [0.3188405930995941]}
EVALUATE: {'loss': [2.208850622177124], 'accuracy': [0.4545454680919647]}
