FIT: {'loss': [3.0381884574890137], 'accuracy': [0.21503496170043945]}
EVALUATE: {'loss': [2.7746479511260986], 'accuracy': [0.3822714686393738]}
FIT: {'loss': [2.7428011894226074], 'accuracy': [0.3059440553188324]}
EVALUATE: {'loss': [2.355451822280884], 'accuracy': [0.4321329593658447]}
FIT: {'loss': [2.6436455249786377], 'accuracy': [0.3041957914829254]}
EVALUATE: {'loss': [2.495737314224243], 'accuracy': [0.3739612102508545]}
FIT: {'loss': [2.736362934112549], 'accuracy': [0.3041957914829254]}
EVALUATE: {'loss': [2.4524190425872803], 'accuracy': [0.3878116309642792]}
FIT: {'loss': [2.6746068000793457], 'accuracy': [0.3339160978794098]}
EVALUATE: {'loss': [2.372452974319458], 'accuracy': [0.440443217754364]}
FIT: {'loss': [2.580005645751953], 'accuracy': [0.35489511489868164]}
EVALUATE: {'loss': [2.432892322540283], 'accuracy': [0.40997231006622314]}
FIT: {'loss': [2.5315208435058594], 'accuracy': [0.3426573574542999]}
EVALUATE: {'loss': [2.216174840927124], 'accuracy': [0.49584487080574036]}
FIT: {'loss': [2.496663808822632], 'accuracy': [0.36538460850715637]}
EVALUATE: {'loss': [2.277113914489746], 'accuracy': [0.371191143989563]}
