FIT: {'loss': [3.294084072113037], 'accuracy': [0.17824773490428925]}
EVALUATE: {'loss': [3.117006778717041], 'accuracy': [0.18316832184791565]}
FIT: {'loss': [2.5630204677581787], 'accuracy': [0.37764349579811096]}
EVALUATE: {'loss': [2.3549511432647705], 'accuracy': [0.4009900987148285]}
FIT: {'loss': [2.4363813400268555], 'accuracy': [0.395770400762558]}
EVALUATE: {'loss': [2.0162718296051025], 'accuracy': [0.46039605140686035]}
FIT: {'loss': [2.3061275482177734], 'accuracy': [0.3716011941432953]}
EVALUATE: {'loss': [2.0694403648376465], 'accuracy': [0.4900990128517151]}
FIT: {'loss': [2.058830499649048], 'accuracy': [0.5015105605125427]}
EVALUATE: {'loss': [1.6825731992721558], 'accuracy': [0.594059407711029]}
FIT: {'loss': [1.9698739051818848], 'accuracy': [0.4682779312133789]}
EVALUATE: {'loss': [1.766720175743103], 'accuracy': [0.49504950642585754]}
FIT: {'loss': [2.0365774631500244], 'accuracy': [0.4501510560512543]}
EVALUATE: {'loss': [1.9178358316421509], 'accuracy': [0.5049505233764648]}
FIT: {'loss': [1.903848648071289], 'accuracy': [0.44712990522384644]}
EVALUATE: {'loss': [1.7269383668899536], 'accuracy': [0.5346534848213196]}
