FIT: {'loss': [3.091670036315918], 'accuracy': [0.21647058427333832]}
EVALUATE: {'loss': [2.93483567237854], 'accuracy': [0.24598930776119232]}
FIT: {'loss': [2.5202176570892334], 'accuracy': [0.3435294032096863]}
EVALUATE: {'loss': [2.046924352645874], 'accuracy': [0.49732619524002075]}
FIT: {'loss': [2.172144889831543], 'accuracy': [0.44235295057296753]}
EVALUATE: {'loss': [1.8699102401733398], 'accuracy': [0.5347593426704407]}
FIT: {'loss': [2.1581995487213135], 'accuracy': [0.4188235402107239]}
EVALUATE: {'loss': [2.0359251499176025], 'accuracy': [0.48128342628479004]}
FIT: {'loss': [1.9049955606460571], 'accuracy': [0.4964706003665924]}
EVALUATE: {'loss': [1.8513833284378052], 'accuracy': [0.5080214142799377]}
FIT: {'loss': [2.0212223529815674], 'accuracy': [0.4658823609352112]}
EVALUATE: {'loss': [1.482774019241333], 'accuracy': [0.5882353186607361]}
FIT: {'loss': [1.9710824489593506], 'accuracy': [0.4941176474094391]}
EVALUATE: {'loss': [1.4787461757659912], 'accuracy': [0.625668466091156]}
