FIT: {'loss': [2.9819977283477783], 'accuracy': [0.23687423765659332]}
EVALUATE: {'loss': [2.7888710498809814], 'accuracy': [0.3333333432674408]}
FIT: {'loss': [2.950298547744751], 'accuracy': [0.25518926978111267]}
EVALUATE: {'loss': [2.5053415298461914], 'accuracy': [0.4055555462837219]}
FIT: {'loss': [2.850445508956909], 'accuracy': [0.29426130652427673]}
EVALUATE: {'loss': [2.43398118019104], 'accuracy': [0.42222222685813904]}
FIT: {'loss': [2.7243545055389404], 'accuracy': [0.3321123421192169]}
EVALUATE: {'loss': [2.4524407386779785], 'accuracy': [0.39444443583488464]}
FIT: {'loss': [2.5674662590026855], 'accuracy': [0.36263737082481384]}
EVALUATE: {'loss': [2.0559723377227783], 'accuracy': [0.4833333194255829]}
FIT: {'loss': [2.3965752124786377], 'accuracy': [0.37728938460350037]}
EVALUATE: {'loss': [2.049180030822754], 'accuracy': [0.5111111402511597]}
FIT: {'loss': [2.2537803649902344], 'accuracy': [0.3956044018268585]}
EVALUATE: {'loss': [1.801677942276001], 'accuracy': [0.5444444417953491]}
