FIT: {'loss': [3.12103009223938], 'accuracy': [0.20212766528129578]}
EVALUATE: {'loss': [3.0345475673675537], 'accuracy': [0.25773194432258606]}
FIT: {'loss': [2.977332353591919], 'accuracy': [0.24734042584896088]}
EVALUATE: {'loss': [2.9287798404693604], 'accuracy': [0.27835050225257874]}
FIT: {'loss': [2.8380134105682373], 'accuracy': [0.3058510720729828]}
EVALUATE: {'loss': [2.419577121734619], 'accuracy': [0.3814432919025421]}
FIT: {'loss': [2.791771173477173], 'accuracy': [0.28989362716674805]}
EVALUATE: {'loss': [2.2995288372039795], 'accuracy': [0.42268040776252747]}
FIT: {'loss': [2.6898274421691895], 'accuracy': [0.32180851697921753]}
EVALUATE: {'loss': [2.501772403717041], 'accuracy': [0.4329896867275238]}
FIT: {'loss': [2.209409713745117], 'accuracy': [0.4441489279270172]}
EVALUATE: {'loss': [2.3565709590911865], 'accuracy': [0.44329896569252014]}
FIT: {'loss': [2.198711633682251], 'accuracy': [0.42553192377090454]}
EVALUATE: {'loss': [2.1622233390808105], 'accuracy': [0.44329896569252014]}
FIT: {'loss': [2.087326765060425], 'accuracy': [0.46276596188545227]}
EVALUATE: {'loss': [2.038827657699585], 'accuracy': [0.44329896569252014]}
