FIT: {'loss': [3.167973518371582], 'accuracy': [0.2237960398197174]}
EVALUATE: {'loss': [3.000756025314331], 'accuracy': [0.31065088510513306]}
FIT: {'loss': [2.7525529861450195], 'accuracy': [0.2719546854496002]}
EVALUATE: {'loss': [2.4678916931152344], 'accuracy': [0.43195265531539917]}
FIT: {'loss': [2.429241895675659], 'accuracy': [0.3767705261707306]}
EVALUATE: {'loss': [2.1993744373321533], 'accuracy': [0.44378697872161865]}
FIT: {'loss': [2.184663772583008], 'accuracy': [0.41643059253692627]}
EVALUATE: {'loss': [1.9442387819290161], 'accuracy': [0.5177514553070068]}
FIT: {'loss': [2.0371882915496826], 'accuracy': [0.45325779914855957]}
EVALUATE: {'loss': [1.8705079555511475], 'accuracy': [0.5295857787132263]}
FIT: {'loss': [1.9112968444824219], 'accuracy': [0.4759206771850586]}
EVALUATE: {'loss': [1.73390531539917], 'accuracy': [0.5680473446846008]}
