FIT: {'loss': [3.0603394508361816], 'accuracy': [0.23634736239910126]}
EVALUATE: {'loss': [2.5305511951446533], 'accuracy': [0.3744075894355774]}
FIT: {'loss': [2.458203077316284], 'accuracy': [0.37600716948509216]}
EVALUATE: {'loss': [2.113831043243408], 'accuracy': [0.4597156345844269]}
FIT: {'loss': [2.337076187133789], 'accuracy': [0.39749327301979065]}
EVALUATE: {'loss': [1.741230845451355], 'accuracy': [0.5355450510978699]}
FIT: {'loss': [2.1844470500946045], 'accuracy': [0.43240824341773987]}
EVALUATE: {'loss': [1.724567174911499], 'accuracy': [0.5545023679733276]}
FIT: {'loss': [2.199805974960327], 'accuracy': [0.42076992988586426]}
EVALUATE: {'loss': [1.7961519956588745], 'accuracy': [0.620853066444397]}
FIT: {'loss': [2.019644021987915], 'accuracy': [0.47806623578071594]}
EVALUATE: {'loss': [1.7095685005187988], 'accuracy': [0.5023696422576904]}
