FIT: {'loss': [3.1643762588500977], 'accuracy': [0.19395017623901367]}
EVALUATE: {'loss': [2.883481025695801], 'accuracy': [0.32768362760543823]}
FIT: {'loss': [2.5732364654541016], 'accuracy': [0.34697508811950684]}
EVALUATE: {'loss': [2.308948278427124], 'accuracy': [0.4350282549858093]}
FIT: {'loss': [2.4618685245513916], 'accuracy': [0.36832740902900696]}
EVALUATE: {'loss': [2.1947178840637207], 'accuracy': [0.47457626461982727]}
FIT: {'loss': [2.369845151901245], 'accuracy': [0.3772242069244385]}
EVALUATE: {'loss': [1.763003945350647], 'accuracy': [0.6271186470985413]}
FIT: {'loss': [2.1538596153259277], 'accuracy': [0.4519572854042053]}
EVALUATE: {'loss': [2.0661768913269043], 'accuracy': [0.47457626461982727]}
FIT: {'loss': [1.8187079429626465], 'accuracy': [0.5124555230140686]}
EVALUATE: {'loss': [1.6428513526916504], 'accuracy': [0.5762711763381958]}
FIT: {'loss': [1.956307291984558], 'accuracy': [0.48220640420913696]}
EVALUATE: {'loss': [1.6317261457443237], 'accuracy': [0.604519784450531]}
