FIT: {'loss': [3.064478874206543], 'accuracy': [0.22127659618854523]}
EVALUATE: {'loss': [2.5363264083862305], 'accuracy': [0.40454545617103577]}
FIT: {'loss': [2.930666923522949], 'accuracy': [0.2670212686061859]}
EVALUATE: {'loss': [2.6540350914001465], 'accuracy': [0.33636364340782166]}
FIT: {'loss': [2.832972288131714], 'accuracy': [0.2840425670146942]}
EVALUATE: {'loss': [2.400779962539673], 'accuracy': [0.3909091055393219]}
FIT: {'loss': [2.4761321544647217], 'accuracy': [0.37659573554992676]}
EVALUATE: {'loss': [2.1763827800750732], 'accuracy': [0.4545454680919647]}
FIT: {'loss': [2.4244978427886963], 'accuracy': [0.39468085765838623]}
EVALUATE: {'loss': [2.098262071609497], 'accuracy': [0.459090918302536]}
FIT: {'loss': [2.270888090133667], 'accuracy': [0.41170212626457214]}
EVALUATE: {'loss': [1.7706248760223389], 'accuracy': [0.47727271914482117]}
