FIT: {'loss': [3.1835455894470215], 'accuracy': [0.18441557884216309]}
EVALUATE: {'loss': [3.065931797027588], 'accuracy': [0.23111110925674438]}
FIT: {'loss': [2.8787553310394287], 'accuracy': [0.2857142984867096]}
EVALUATE: {'loss': [3.1240525245666504], 'accuracy': [0.1733333319425583]}
FIT: {'loss': [2.7449793815612793], 'accuracy': [0.34545454382896423]}
EVALUATE: {'loss': [2.3044824600219727], 'accuracy': [0.4399999976158142]}
FIT: {'loss': [2.586010217666626], 'accuracy': [0.34025973081588745]}
EVALUATE: {'loss': [2.45975399017334], 'accuracy': [0.4266666769981384]}
FIT: {'loss': [2.5566954612731934], 'accuracy': [0.37922078371047974]}
EVALUATE: {'loss': [2.2858378887176514], 'accuracy': [0.4533333480358124]}
FIT: {'loss': [2.1708755493164062], 'accuracy': [0.44415584206581116]}
EVALUATE: {'loss': [1.9792815446853638], 'accuracy': [0.47111111879348755]}
