FIT: {'loss': [3.202045440673828], 'accuracy': [0.1903323233127594]}
EVALUATE: {'loss': [2.8940927982330322], 'accuracy': [0.3218390941619873]}
FIT: {'loss': [2.927203416824341], 'accuracy': [0.2839879095554352]}
EVALUATE: {'loss': [2.8849129676818848], 'accuracy': [0.3103448152542114]}
FIT: {'loss': [2.7551493644714355], 'accuracy': [0.3081570863723755]}
EVALUATE: {'loss': [3.1359946727752686], 'accuracy': [0.17241379618644714]}
FIT: {'loss': [2.706001043319702], 'accuracy': [0.3262839913368225]}
EVALUATE: {'loss': [2.3571670055389404], 'accuracy': [0.39080458879470825]}
FIT: {'loss': [2.3210413455963135], 'accuracy': [0.4380664527416229]}
EVALUATE: {'loss': [2.307492733001709], 'accuracy': [0.5287356376647949]}
FIT: {'loss': [2.340548038482666], 'accuracy': [0.39274924993515015]}
EVALUATE: {'loss': [1.8262099027633667], 'accuracy': [0.5057471394538879]}
FIT: {'loss': [2.1961357593536377], 'accuracy': [0.4501510560512543]}
EVALUATE: {'loss': [1.781272053718567], 'accuracy': [0.517241358757019]}
FIT: {'loss': [1.9987173080444336], 'accuracy': [0.4924471378326416]}
EVALUATE: {'loss': [1.688984990119934], 'accuracy': [0.5747126340866089]}
