FIT: {'loss': [3.1695120334625244], 'accuracy': [0.20654912292957306]}
EVALUATE: {'loss': [2.719541311264038], 'accuracy': [0.2916666567325592]}
FIT: {'loss': [2.6195082664489746], 'accuracy': [0.33249369263648987]}
EVALUATE: {'loss': [2.129624843597412], 'accuracy': [0.4722222089767456]}
FIT: {'loss': [2.4632272720336914], 'accuracy': [0.38287153840065]}
EVALUATE: {'loss': [2.060170888900757], 'accuracy': [0.5069444179534912]}
FIT: {'loss': [2.1490113735198975], 'accuracy': [0.4357682764530182]}
EVALUATE: {'loss': [1.7997057437896729], 'accuracy': [0.5069444179534912]}
FIT: {'loss': [2.2619948387145996], 'accuracy': [0.42065492272377014]}
EVALUATE: {'loss': [2.12445068359375], 'accuracy': [0.4513888955116272]}
FIT: {'loss': [2.0627355575561523], 'accuracy': [0.4609571695327759]}
EVALUATE: {'loss': [1.6124329566955566], 'accuracy': [0.625]}
FIT: {'loss': [2.025028705596924], 'accuracy': [0.49370276927948]}
EVALUATE: {'loss': [1.7274879217147827], 'accuracy': [0.5347222089767456]}
FIT: {'loss': [1.7915931940078735], 'accuracy': [0.501259446144104]}
EVALUATE: {'loss': [1.376451015472412], 'accuracy': [0.6527777910232544]}
