FIT: {'loss': [3.2754335403442383], 'accuracy': [0.16161616146564484]}
EVALUATE: {'loss': [3.3177711963653564], 'accuracy': [0.31578946113586426]}
FIT: {'loss': [3.091920852661133], 'accuracy': [0.2525252401828766]}
EVALUATE: {'loss': [2.655489683151245], 'accuracy': [0.31578946113586426]}
FIT: {'loss': [3.10860013961792], 'accuracy': [0.23232322931289673]}
EVALUATE: {'loss': [2.8201003074645996], 'accuracy': [0.31578946113586426]}
FIT: {'loss': [2.7337701320648193], 'accuracy': [0.3232323229312897]}
EVALUATE: {'loss': [2.6697800159454346], 'accuracy': [0.2631579041481018]}
FIT: {'loss': [2.3488528728485107], 'accuracy': [0.39393940567970276]}
EVALUATE: {'loss': [2.0729763507843018], 'accuracy': [0.4736842215061188]}
FIT: {'loss': [2.226459503173828], 'accuracy': [0.3636363744735718]}
EVALUATE: {'loss': [1.6289148330688477], 'accuracy': [0.6315789222717285]}
FIT: {'loss': [1.919752597808838], 'accuracy': [0.5454545617103577]}
EVALUATE: {'loss': [1.8387073278427124], 'accuracy': [0.4736842215061188]}
