FIT: {'loss': [3.013087749481201], 'accuracy': [0.23906250298023224]}
EVALUATE: {'loss': [2.8082995414733887], 'accuracy': [0.25555557012557983]}
FIT: {'loss': [2.972055435180664], 'accuracy': [0.2578125]}
EVALUATE: {'loss': [2.8997254371643066], 'accuracy': [0.31111112236976624]}
FIT: {'loss': [2.7762999534606934], 'accuracy': [0.3187499940395355]}
EVALUATE: {'loss': [2.6957027912139893], 'accuracy': [0.31111112236976624]}
FIT: {'loss': [2.735136032104492], 'accuracy': [0.30156248807907104]}
EVALUATE: {'loss': [2.3072803020477295], 'accuracy': [0.41111111640930176]}
FIT: {'loss': [2.5264410972595215], 'accuracy': [0.36406248807907104]}
EVALUATE: {'loss': [2.110711097717285], 'accuracy': [0.4555555582046509]}
FIT: {'loss': [2.458246946334839], 'accuracy': [0.37187498807907104]}
EVALUATE: {'loss': [2.039400339126587], 'accuracy': [0.47777777910232544]}
FIT: {'loss': [2.3269450664520264], 'accuracy': [0.390625]}
EVALUATE: {'loss': [1.8237906694412231], 'accuracy': [0.5666666626930237]}
FIT: {'loss': [2.1417858600616455], 'accuracy': [0.4390625059604645]}
EVALUATE: {'loss': [1.9458309412002563], 'accuracy': [0.5111111402511597]}
