FIT: {'loss': [3.1685702800750732], 'accuracy': [0.2016129046678543]}
EVALUATE: {'loss': [3.1654512882232666], 'accuracy': [0.25757575035095215]}
FIT: {'loss': [3.0425424575805664], 'accuracy': [0.1854838728904724]}
EVALUATE: {'loss': [2.7855305671691895], 'accuracy': [0.40909090638160706]}
FIT: {'loss': [2.7311818599700928], 'accuracy': [0.35483869910240173]}
EVALUATE: {'loss': [2.7610700130462646], 'accuracy': [0.42424243688583374]}
FIT: {'loss': [2.66068696975708], 'accuracy': [0.3870967626571655]}
EVALUATE: {'loss': [2.3235669136047363], 'accuracy': [0.43939393758773804]}
FIT: {'loss': [2.7355966567993164], 'accuracy': [0.32258063554763794]}
EVALUATE: {'loss': [2.5974085330963135], 'accuracy': [0.3636363744735718]}
FIT: {'loss': [2.2616124153137207], 'accuracy': [0.44354838132858276]}
EVALUATE: {'loss': [2.403242349624634], 'accuracy': [0.42424243688583374]}
