FIT: {'loss': [0.9978640675544739], 'accuracy': [0.7208336591720581]}
EVALUATE: {'loss': [0.15347018837928772], 'accuracy': [0.9579188823699951]}
FIT: {'loss': [0.27928945422172546], 'accuracy': [0.91689133644104]}
EVALUATE: {'loss': [0.06433684378862381], 'accuracy': [0.9819774031639099]}
FIT: {'loss': [0.27111899852752686], 'accuracy': [0.9185309410095215]}
EVALUATE: {'loss': [0.058378010988235474], 'accuracy': [0.9860579967498779]}
FIT: {'loss': [0.16260823607444763], 'accuracy': [0.9506667852401733]}
EVALUATE: {'loss': [0.03865968436002731], 'accuracy': [0.9891183972358704]}
FIT: {'loss': [0.15524506568908691], 'accuracy': [0.9536544680595398]}
EVALUATE: {'loss': [0.05241440609097481], 'accuracy': [0.9880982637405396]}
FIT: {'loss': [0.11208223551511765], 'accuracy': [0.966771125793457]}
EVALUATE: {'loss': [0.022547611966729164], 'accuracy': [0.9944741725921631]}
