FIT: {'loss': [3.024879217147827], 'accuracy': [0.23255814611911774]}
EVALUATE: {'loss': [3.0115182399749756], 'accuracy': [0.2185792326927185]}
FIT: {'loss': [2.699061393737793], 'accuracy': [0.31976744532585144]}
EVALUATE: {'loss': [2.317728042602539], 'accuracy': [0.4262295067310333]}
FIT: {'loss': [2.4704601764678955], 'accuracy': [0.38372093439102173]}
EVALUATE: {'loss': [2.240734100341797], 'accuracy': [0.4098360538482666]}
FIT: {'loss': [2.194823980331421], 'accuracy': [0.4593023359775543]}
EVALUATE: {'loss': [2.235802412033081], 'accuracy': [0.41530054807662964]}
FIT: {'loss': [2.057433843612671], 'accuracy': [0.48255813121795654]}
EVALUATE: {'loss': [1.9729259014129639], 'accuracy': [0.4754098355770111]}
FIT: {'loss': [2.109055280685425], 'accuracy': [0.46802327036857605]}
EVALUATE: {'loss': [1.8923001289367676], 'accuracy': [0.4754098355770111]}
FIT: {'loss': [2.0277414321899414], 'accuracy': [0.4622093141078949]}
EVALUATE: {'loss': [1.9054034948349], 'accuracy': [0.5245901346206665]}
