FIT: {'loss': [1.0543122291564941], 'accuracy': [0.6983166933059692]}
EVALUATE: {'loss': [0.17042706906795502], 'accuracy': [0.9518830180168152]}
FIT: {'loss': [0.0758199468255043], 'accuracy': [0.9770458340644836]}
EVALUATE: {'loss': [0.014033914543688297], 'accuracy': [0.9960044026374817]}
FIT: {'loss': [0.07127543538808823], 'accuracy': [0.9801064133644104]}
EVALUATE: {'loss': [0.013608881272375584], 'accuracy': [0.9960044026374817]}
FIT: {'loss': [0.062027301639318466], 'accuracy': [0.9801064133644104]}
EVALUATE: {'loss': [0.014370137825608253], 'accuracy': [0.9956643581390381]}
FIT: {'loss': [0.05448092520236969], 'accuracy': [0.982839047908783]}
EVALUATE: {'loss': [0.008601114153862], 'accuracy': [0.9977046847343445]}
FIT: {'loss': [0.058347634971141815], 'accuracy': [0.9827661514282227]}
EVALUATE: {'loss': [0.011034492403268814], 'accuracy': [0.9970245957374573]}
