FIT: {'loss': [1.0361855030059814], 'accuracy': [0.7059680819511414]}
EVALUATE: {'loss': [0.16784347593784332], 'accuracy': [0.9492476582527161]}
FIT: {'loss': [0.0887242928147316], 'accuracy': [0.9722363948822021]}
EVALUATE: {'loss': [0.02290487289428711], 'accuracy': [0.9953243136405945]}
FIT: {'loss': [0.07336192578077316], 'accuracy': [0.9769729375839233]}
EVALUATE: {'loss': [0.015693357214331627], 'accuracy': [0.9961744546890259]}
FIT: {'loss': [0.0707845687866211], 'accuracy': [0.9792319536209106]}
EVALUATE: {'loss': [0.010764241218566895], 'accuracy': [0.9974496364593506]}
FIT: {'loss': [0.06385701894760132], 'accuracy': [0.9802156686782837]}
EVALUATE: {'loss': [0.01138665247708559], 'accuracy': [0.9972795844078064]}
FIT: {'loss': [0.05732995644211769], 'accuracy': [0.9830940961837769]}
EVALUATE: {'loss': [0.014549682848155499], 'accuracy': [0.9956643581390381]}
FIT: {'loss': [0.057272691279649734], 'accuracy': [0.9826933145523071]}
EVALUATE: {'loss': [0.008374873548746109], 'accuracy': [0.99761962890625]}
