FIT: {'loss': [1.0380783081054688], 'accuracy': [0.7046564221382141]}
EVALUATE: {'loss': [0.17878341674804688], 'accuracy': [0.9505228400230408]}
FIT: {'loss': [0.12872958183288574], 'accuracy': [0.9610143303871155]}
EVALUATE: {'loss': [0.028071172535419464], 'accuracy': [0.9925189018249512]}
FIT: {'loss': [0.10481010377407074], 'accuracy': [0.9682649374008179]}
EVALUATE: {'loss': [0.024047130718827248], 'accuracy': [0.9944741725921631]}
FIT: {'loss': [0.08874872326850891], 'accuracy': [0.9736937880516052]}
EVALUATE: {'loss': [0.017497600987553596], 'accuracy': [0.9955793619155884]}
FIT: {'loss': [0.07826988399028778], 'accuracy': [0.9768272042274475]}
EVALUATE: {'loss': [0.017090870067477226], 'accuracy': [0.9961744546890259]}
FIT: {'loss': [0.07065816968679428], 'accuracy': [0.9789040088653564]}
EVALUATE: {'loss': [0.02029912732541561], 'accuracy': [0.9941341280937195]}
FIT: {'loss': [0.06514008343219757], 'accuracy': [0.9805800318717957]}
EVALUATE: {'loss': [0.01581777073442936], 'accuracy': [0.9954943656921387]}
