FIT: {'loss': [1.014936923980713], 'accuracy': [0.7086642980575562]}
EVALUATE: {'loss': [0.18145744502544403], 'accuracy': [0.9510328769683838]}
FIT: {'loss': [0.07368536293506622], 'accuracy': [0.9779931306838989]}
EVALUATE: {'loss': [0.013265335932374], 'accuracy': [0.9964295029640198]}
FIT: {'loss': [0.07289884984493256], 'accuracy': [0.978102445602417]}
EVALUATE: {'loss': [0.011287101544439793], 'accuracy': [0.9972795844078064]}
FIT: {'loss': [0.06573693454265594], 'accuracy': [0.9798513650894165]}
EVALUATE: {'loss': [0.02432103082537651], 'accuracy': [0.9919238090515137]}
FIT: {'loss': [0.05698387697339058], 'accuracy': [0.9838956594467163]}
EVALUATE: {'loss': [0.006320128217339516], 'accuracy': [0.9984697699546814]}
FIT: {'loss': [0.053427621722221375], 'accuracy': [0.9832033514976501]}
EVALUATE: {'loss': [0.008489856496453285], 'accuracy': [0.9980447292327881]}
FIT: {'loss': [0.05196821317076683], 'accuracy': [0.9842235445976257]}
EVALUATE: {'loss': [0.010041303001344204], 'accuracy': [0.99761962890625]}
