FIT: {'loss': [1.0427327156066895], 'accuracy': [0.7044013738632202]}
EVALUATE: {'loss': [0.20462366938591003], 'accuracy': [0.9443169236183167]}
FIT: {'loss': [0.07841412723064423], 'accuracy': [0.977118730545044]}
EVALUATE: {'loss': [0.019846763461828232], 'accuracy': [0.9943891763687134]}
FIT: {'loss': [0.07547130435705185], 'accuracy': [0.9779202938079834]}
EVALUATE: {'loss': [0.012930013239383698], 'accuracy': [0.997109591960907]}
FIT: {'loss': [0.06370395421981812], 'accuracy': [0.9814544916152954]}
EVALUATE: {'loss': [0.01100380253046751], 'accuracy': [0.9972795844078064]}
FIT: {'loss': [0.05349577218294144], 'accuracy': [0.9835677146911621]}
EVALUATE: {'loss': [0.008924099616706371], 'accuracy': [0.9975346326828003]}
FIT: {'loss': [0.060978762805461884], 'accuracy': [0.9818916916847229]}
EVALUATE: {'loss': [0.006954448763281107], 'accuracy': [0.9987248182296753]}
