FIT: {'loss': [1.0336573123931885], 'accuracy': [0.7044742107391357]}
EVALUATE: {'loss': [0.20375700294971466], 'accuracy': [0.9383660554885864]}
FIT: {'loss': [0.30494481325149536], 'accuracy': [0.905924379825592]}
EVALUATE: {'loss': [0.06100060045719147], 'accuracy': [0.9838476777076721]}
FIT: {'loss': [0.28963062167167664], 'accuracy': [0.913357138633728]}
EVALUATE: {'loss': [0.06497117131948471], 'accuracy': [0.9846977591514587]}
FIT: {'loss': [0.17263410985469818], 'accuracy': [0.9483349323272705]}
EVALUATE: {'loss': [0.050734344869852066], 'accuracy': [0.9880982637405396]}
FIT: {'loss': [0.13523180782794952], 'accuracy': [0.9597391486167908]}
EVALUATE: {'loss': [0.029277002438902855], 'accuracy': [0.9916688203811646]}
FIT: {'loss': [0.10910550504922867], 'accuracy': [0.966771125793457]}
EVALUATE: {'loss': [0.019353611394762993], 'accuracy': [0.9943891763687134]}
